hanzi_trad	hanzi_simp	pinyin	transcr	transc_rus	rus_translation	note	chinese_translation
犧淂內/西利子	牺淂内/西利子	NONE	ɕi-tiə -nuei / ɕi li-tsɿ	сидинуй / силицзы	стыдный / с лица (стыдиться)		A:56a-01 羞力
不拉池	不拉池	NONE	pə -la-ts‘ɿ ʔ	бэлацы	плачь (плакать)		A:56a-01 哭力
則要哥/史不怪內	则要哥/史不怪内	NONE	tsə -iau-kɤ / sɿ-pəʔ-kuai-nuei	цзэяого / сыбэгуайнуй	здоровяк / спокойный (быть здоровым)		A:56a-02 受用
納未	纳未	NONE	naʔ-vei	навэй	навей (нажать)		A:56a-02 按下去
不告不洛之念	不告不洛之念	NONE	pə -kau-pəʔ-luəʔ-tsɿ-nie	бэгаобэлуцзыне	благополучно		A:56a-02 學好力
義史古失	义史古失	NONE	i-sɿ-ku-səʔ	исыгусэ	искушь (питаться)		A:56a-03 吃飯
義史各當尾	义史各当尾	NONE	i-sɿ-kə -tɐ-vei ʔ	исыгэдавэй	изготовый (готовая еда)		A:56a-03 飯現成
不洛不氣/各洛不氣	不洛不气/各洛不气	NONE	pəʔ-luəʔ-pəʔ-ʨ‘i /kə -luə -pəʔ-ʨ‘i	бэлубэци /гэлубэци	пограбиться / грабиться (обворовать)		A:56a-03 偷力
吾必染	吾必染	NONE	u-piəʔ-zæ̃	убизэ	убежать (сбежать)		A:56a-04 偷跑了
史扛旺內	史扛旺内	NONE	sɿ-k‘ɐ-vɐ-nuei	сыкавануй	скованный (привязанный)		A:56a-04 拴住
未史扛旺內	未史扛旺内	NONE	vei-sɿ-k‘ɐ-vɐ-nuei	вэйсыкавануй	выскованный (привязать)		A:56a-04 拴住了
不力望則那	不力望则那	NONE	pəʔ -liə -vɐ-tsəʔ-na ʔ	бэливацзэна	привязана (привязать)		A:56a-05 拴着力
必色	必色	NONE	piəʔ-səʔ	бисэ	пиши		A:56a-05 寫力
旺力史不尺沙	旺力史不尺沙	NONE	vɐ̃-liə -sɿ pə -ts‘əʔ-sa	валисы бэцзэса	волосы причесать (причёсываться)		A:56a-05 梳頭力
未西失道/勿浪西	未西失道/勿浪西	NONE	vei-ɕi-səʔ-tau / vəʔ-lɐ-ɕi	вейсишэдао / валяси	встала / вылазь (подниматься с места)		A:56b-01 起身了
高勿旦	高勿旦	NONE	kau-vəʔ-tæ̃	гаовэдэ	когда		A:56b-01 幾時
賽的	赛的	NONE	sai-tiə  ʔ	сайди	сытый (наесться)		A:56b-01 飽拉
個勞的納	个劳的纳	NONE	kɤ-lau-tiəʔ-naʔ	голаодина	голодна (проголодаться)		A:56b-02 飢拉
哦獨力/變的賀的	哦独力/变的贺的	NONE	γɤ-tuə -liə  / pie-tiəʔ-xɤ-tiəʔ	одули / беди ходи	одури / пить хоти (испытывать жажду)		A:56b-02 渴拉
不兒史大/不兒犧	不儿史大/不儿牺	NONE	pə -ər-sɿ-ta / pəʔ-ər-ɕi	бэрсыда / бэрси	бросить / брось		A:56b-02 失倍
古失戶/哦變的	古失户/哦变的	NONE	ku-sə -xu / γɤ-pie-tiəʔ	гусэху / обэди	кушаху / обед (принимать пищу)		A:56b-03 吃力
吾嚇失	吾吓失	NONE	u-xəʔ-səʔ	ухэсэ	указ (управлять)		A:56b-03 管力
五失泥各	五失泥各	NONE	u-sə -ni-kə  ʔ ʔ	усэнигэ	ушник (наушничать)		A:56b-03 流溝力
不料馬使賀的	不料马使贺的	NONE	pə -liau-ma sɿ-xɤ-tiəʔ	бэляома сыходи	прямо сходи (направленный)		A:56b-04 正使的
不羅襯那獨	不罗衬那独	NONE	pə -luɤ-ts‘əŋ na-tuəʔ	бэлоцэн наду	процент надо (требовать проценты)		A:56b-04 要利不(補)
地不牛合	地不牛合	NONE	ti pəʔ-niəu-xəʔ	ди бэнюхэ	ты понюхай		A:56b-04 你聞
念昔面由	念昔面由	NONE	nie ɕiəʔ-mie-iəu	не симею	не смею (не могу взять на себя)		A:56b-05 主不的(得)
史故史內	史故史内	NONE	sɿ-ku-sɿ-nuei	сыгусынуй	скусный (вкусный)		A:56b-05 香的
史拉的坎	史拉的坎	NONE	sɿ-la-tiəʔ-k‘æ̃	сыладикэ	сладкий		A:56b-05 甜的
干史浪	干史浪	NONE	kæ̃-sɿ-lɐ	гэсыла	кислый		A:57a-01 酸的
個力坎	个力坎	NONE	kɤ-liəʔ-k‘æ̃	голикэ	горький (острый)		A:57a-01 辣的
不泥子	不泥子	NONE	pə -ni-tsɿ ʔ	бэницзы	пониться (?) (терпкий)		A:57a-01 色(澀)的
色拉的不少	色拉的不少	NONE	səʔ-la-tiəʔ  pə -sau	сэлади бэсоа	срать пошёл (сходить по большой нужде)		A:57a-02 出恭
納沙地	纳沙地	NONE	naʔ-sa-ti	насади	нассать (сходить по малой нужде)		A:57a-02 小便去
舍力昧	舍力昧	NONE	sɤ-liəʔ-me	солимэ	шельма (без стыда и совести)		A:57a-02 莫廉恥
西的叉地不少	西的叉地不少	NONE	ɕi-tiə -ts‘a-ti pəʔ-sau	сидицади бэсао	встречать пошёл (пошёл получать товар)		A:57a-03 接貨去了
念不力叉何地	念不力叉何地	NONE	nie pə -liə -ts‘a xɤ-ti	не бэлица-ходи	не получа-ходи (не получить)		A:57a-03 莫接去
不樣的	不样的	NONE	pə -iɐ-tiəʔʔ	бэяди	поёт (кукарекать)		A:57a-03 鷄叫力
史的浪衣	史的浪衣	NONE	sɿ-tiəʔ-lɐ-i	сыдилаи	сделай (построить дом)		A:57a-04 蓋房力
不尺泥	不尺泥	NONE	pə -ts‘ə -ni ʔ ʔ	бэцэни	почини		A:57a-04 修裡力
不迷那	不迷那	NONE	pəʔ-mi-na	бэмина	помина (вспоминать)		A:57a-04 想力
各賴	各赖	NONE	kəʔ-lai	гэлай	край		A:57a-05 邊邊
色各拉/ 各浪木尺拉	色各拉/ 各浪木尺拉	NONE	sə -kə -la / kəʔ-lɐ-məʔ-ts‘əʔ-la	сэ гэла /гэламэцэла	с краю / кромчила (кромка ткани)		A:57a-05 哈喇邊子
各浪木尺坎	各浪木尺坎	NONE	kə -lɐ-məʔ-ts‘əʔ-k‘æ̃	гэламэцэкэ	кромочка		A:57a-05 紬子邊子
以子淂力染	以子淂力染	NONE	i-tsɿ-tiəʔ-liəʔ-zæ̃	ицзыдилизэ	изделиться (обменяться)		A:57b-01 使換力
哦勞不子	哦劳不子	NONE	γɤ-lau-pəʔ-tsɿ	олаобэцзы	оробеться (бояться)		A:57b-01 膽不住
吓日內定	吓日内定	NONE	xa-zə -nuei-tiŋ ʔ	хазэнуй дин	каждый день (ежедневно)		A:57b-01 一天家
不的利	不的利	NONE	pəʔ-tiəʔ-li	бэдили	подели (распределить)		A:57b-02 派開 
報各史	报各史	NONE	pau-kəʔ-sɿ	баогэсы	бакса (подпорка)		A:57b-02 地平板 
吾西則未日	吾西则未日	NONE	u-ɕi tsə -vei-zə  ʔ ʔ	уси цзэвэйзэ	усы завяжи (закрой рот)		A:57b-02 拃住口子了 
失的利之	失的利之	NONE	sə -tiə -li-tsɿ ʔ ʔ	сэдилицзы	сердиться (наказывать)		A:57b-03 罸力 
力合扛	力合扛	NONE	liəʔ-xəʔ-k‘ɐ	лихэкэ	речка (?) (песчаная отмель)		A:57b-03 沙灘 
浪吾下/哦羅史	浪吾下/哦罗史	NONE	lɐ̃-u-ɕia / γɤ-luɤ-sɿ	лауся / олосы	рося / рос (бросить (?))		A:57b-03 𭴧了 
順子則的面泥	顺子则的面泥	NONE	suŋ-tsɿ tsəʔ-tiəʔ-mie-ni	сунцзы цзэдимэни	солнце-затмение (солнечное затмение)		A:57b-04 日食 
面昔子則的面泥	面昔子则的面泥	NONE	mie-ɕiəʔ-tsɿ tsəʔ-tiəʔ-mie-ni	месицзы цзэдимени	месяц-затмение (лунное затмение)		A:57b-04 月食 
勿各泥	勿各泥	NONE	vəʔ-kəʔ-ni	вэйгэни	выкини (выкидыш)		A:57b-04 發孩子力 
不卜拉尾	不卜拉尾	NONE	pə -pə -la-vei ʔ ʔ	бэбэлавэй	поправый (поправить)		A:57b-05 收拾起 
則各力泥子	则各力泥子	NONE	tsə -kəʔ-liəʔ-ni-tsɿ ʔ	цзэгэлиницзы	закрениться (накрениться)		A:57b-05 扒邊力 
不羅西/哦羅之迷泥	不罗西/哦罗之迷泥	NONE	pəʔ-luɤ-ɕi / γɤ-luɤ-tsɿ-mi-ni	бэлоси / олоцзымини	брось / уразумей (убеждать)		A:57b-05 勸力 
肚合	肚合	NONE	tu-xə  ʔ	духэ	дух (запах)		A:58a-01 氣味 
不浪不外	不浪不外	NONE	pəʔ-lɐ-pəʔ-vai	бэлабэвай	пробовай (пробовать)		A:58a-01 試當
史哥兒哥	史哥儿哥	NONE	sɿ-kɤ-ər-kɤ	сыгорго	сколько		A:58a-01 幾個
朝旺不力旦內	朝旺不力旦内	NONE	ts‘au-vɐ pəʔ-liəʔ-tæ̃-nuei	цаова бэлиданэй	чего переданный (что даёшь в залог)		A:58a-02 貼甚力
巴兒坎不變	巴儿坎不变	NONE	pa-ər-k‘æ̃ pəʔ-pie	баркэ бэби	барка побей (убрать препятствие)		A:58a-02 那格攔打
各力迷别叉的	各力迷别叉的	NONE	kəʔ-liəʔ-mi piəʔ-ts‘a-tiəʔ	гэлими бицади	клейми печать (ставить печать)		A:58a-02 打印子
各力叉獨凹兒	各力叉独凹儿	NONE	kə -liə -ts‘a-tuə -va-ər	гэлица-дувар	кричать-товар (знаменитый товар)		A:58a-03 有名的貨
不力碩的/西淂利之	不力硕的/西淂利之	NONE	pə -liəʔ-səʔ-tiəʔ / ɕi-tiəʔ-li-tsɿ	бэлисэди / сидилицзы	порешать / сердиться (взыскивать)		A:58a-03 討哨力
各煉不坎	各炼不坎	NONE	kə -lie-pə -k‘æ̃ ʔ ʔ	гэлебэкэ	крепкий (очень хороший)		A:58a-03 吉寶
朝旺灣被此	朝旺湾被此	NONE	ts‘au-vɐ væ̃-pei-ts‘ɿ	цаова вэбэйцы	чего вопиться (безобразничать)		A:58a-04 獐狂甚力
未笑力	未笑力	NONE	vei-ɕiau-liəʔ	вэйсяоли	весёлый		A:58a-04 紅活力
捎各煉西	捎各炼西	NONE	sau-kə -lie-ɕi ʔ	саогэлеси	согрейся		A:58a-04 溫一溫
則伏笑	则伏笑	NONE	tsəʔ fəʔ-ɕiau	цзэ фэсяо	за всё (итого)		A:58a-05 通共 
各路各浪	各路各浪	NONE	kə -ləu-kəʔ-lɐ ʔ	гэлоугэла	круглый		A:58a-05 週圍 
利史利道力牙	利史利道力牙	NONE	li-sɿ li-tau-liəʔ-ia	лисы лидаолия	листы листая (читать книгу)		A:58a-05 看閒書 
念木鬧失坎	念木闹失坎	NONE	nie-mə -nau-sə-k‘æ̃	немэнаосэкэ	немножко		A:58b-01 些微 
蜜地	蜜地	NONE	miə -ti ʔ	миди	мети (подметать)		A:58b-01 掃力 
哦史卜	哦史卜	NONE	γɤ-sɿ-pəʔ	осыбэ	оспа		A:58b-01 倒出來 
念無各蓋念無念西	念无各盖念无念西	NONE	nie u-kəʔ-kai nie u-nie-ɕi	не у гэгай не унеси	не у какой не унеси (не нужно много говорить)		A:58b-02 不要多說話 
燒代包代/把失那把	烧代包代/把失那把	NONE	sau-tai-pau-tai / pa-sə  na pa	саодай-баодай / басэ на ба	шалтай-болтай / баш на ба (баш на баш)		A:58b-02 𢲵(曹)凸子力 
𡰪路比	𡰪路比	NONE	tuəʔ-ləu-pi	дулоуби	труби (не бояться)		A:58b-03 怕放不下 
不羅日	不罗日	NONE	pə -luɤ-zəʔʔ	бэлозэ	положи		A:58b-03 坎下罷 
朝旺史各日	朝旺史各日	NONE	ts‘au-vɐ sɿ-kə -zə	цаова сыгэзэ	чего скажи (что скажешь)		A:58b-03 說甚力 
不各洛地	不各洛地	NONE	pə -kə -luəʔ ʔʔ-ti	бэгэлуди	погладь (прикоснуться)		A:58b-04 着狄力 
朝旺念布地	朝旺念布地	NONE	ts‘au-vɐ nie pu-ti	цаова-небуди	чего-нибудь (что-нибудь)		A:58b-04 不論甚 
謀的力/謀的料內	谋的力/谋的料内	NONE	mu-tiəʔ-liəʔ / mu-tiəʔ-liau-nuei	мудили / мудиляонуй	мудрый / мудрёный (трудный)		A:58b-04 難 
不亂拔	不乱拔	NONE	pə -luæ̃-pa  ʔ ʔ	бэлуэба	проба		A:58b-05 一各拙拙 
色道迷	色道迷	NONE	səʔ-tau-mi	сэдаоми	содоми (распутствовать)		A:58b-05 奸㛡 
干道兒失坎	干道儿失坎	NONE	kæ̃-tau-ər-səʔ-k‘æ̃	гэдаорсэкэ	конторский		A:58b-05 筆斜氣
那史的浪坎	那史的浪坎	NONE	na sɿ-tiəʔ-lɐ-k‘æ̃	на сыдилакэ	на срок (срок)		A:59a-01 限期
别力史大拉	别力史大拉	NONE	piə -liə -sɿ-ta-la ʔ ʔ	билисыдала	перестала (разрушить)		A:59a-01 伐了
不池子/未的利子	不池子/未的利子	NONE	pə -ts‘ɿ-tsɿ / vei-tiəʔ-li-tsɿ	бэцыцзы / вэйдилицзы	потиться / вытереться (вытереться)		A:59a-01 揩力
包晉子	包晋子	NONE	pau-ʨiŋ-tsɿ	баоцзинцзы	полотенце		A:59a-02 揩抹布子
别力各旺兒	别力各旺儿	NONE	piə -liə -kə -vɐ-ər ʔ ʔ ʔ	билигэвар	переговор (обсуждать дела)		A:59a-02 講事力
各力迷	各力迷	NONE	kə -liə -mi ʔ ʔ	гэлими	клейми ([клейменный] скот)		A:59a-02 喟牲口
不未地	不未地	NONE	pəʔ-vei-ti	бэвэйди	поведи (вести)		A:59a-03 拉過
不達失	不达失	NONE	pəʔ-taʔ-səʔ	бэдасэ	подашь (подавать)		A:59a-03 那過來
則各拉的坎	则各拉的坎	NONE	tsəʔ -kə -la-tiəʔʔ-k‘æ̃	цзэгэладикэ	закладка (покрыть)		A:59a-03 苫住
吓各納子外之	吓各纳子外之	NONE	xa-kə  na -tsɿ-vai-tsɿ	хагэ нацзывайцзы	как называется		A:59a-04 乃叫甚力
念不代力肚泥	念不代力肚泥	NONE	nie pəʔ-tai-liəʔ-tu-ni	не бэдайлидуни	не подфортунить (не везет)		A:59a-04 不走運氣 
哦羅則被衣昧	哦罗则被衣昧	NONE	γɤ-luɤ-tsəʔ-pei-i-mei	олоцзэбэй-имэй	разбей-имей (разнимать)		A:59a-04 拮開 
俏兒頭夜毛池	俏儿头夜毛池	NONE	ʨ‘iau-ər-t‘əu-ie-mau-ts‘ɿ	цяордоу имаоцы	что-то имеется (припасённая вещь)		A:59a-05 什麽東西 
則淂不衣昧	则淂不衣昧	NONE	tsə -tiə  pəʔ-i-mei ʔ ʔ	цзэди бэимэй	зад поимай (задирать задницу)		A:59a-05 及起屁股 
各勞地	各劳地	NONE	kə -lau-ti ʔ	гэлаоди	гнать		A:59a-05 逐力 
則衣吊子	则衣吊子	NONE	tsəʔ-i-tiau-tsɿ	цзэидяоцзы	зайдётся (онеметь)		A:59b-01 發麻力 
朱地之	朱地之	NONE	tsu-ti-tsɿ	цзудицзы	зудиться (зудеть)		A:59b-01 發癢力 
勿力地	勿力地	NONE	vəʔ liəʔ-ti	вэлиди	в ряд (в порядке очередности)		A:59b-01 番回來 
哦吃那牙史大伏坎	哦吃那牙史大伏坎	NONE	γɤ-ts‘ə -na-ia sɿ-ta-fəʔ-k‘æ̃	оцэная сыдафэкэ	очная ставка		A:59b-02 别人平禮 
襍洛染尾	襍洛染尾	NONE	tsa -luə  zæ̃-vei ʔ ʔ	цзалу зэвэй	зело живой (шустрый)		A:59b-02 上秀了 
念哦不色子	念哦不色子	NONE	nie γɤ-pəʔ-səʔ-tsɿ	не обэсэцзы	не опасаться		A:59b-02 不放心 
不力娘西/丟娘西	不力娘西/丢娘西	NONE	pə -liə  niɐ̃-ɕi / tiəu-niɐ-ɕi	бэлиняси / дюняси	принеси / донеси (забирать)		A:59b-03 送的去 
不力娘西	不力娘西	NONE	pə -liəʔʔ niɐ̃-ɕi	бэлиняси	перенеси (присылать)		A:59b-03 送來罷 
不力要之	不力要之	NONE	pə -liəʔʔ-iau-tsɿ	бэлияоцзы	перенёс		A:59b-03 送來了 
不謝的	不谢的	NONE	pə -ɕie-tiə  ʔ ʔ	бэседи	посеки (нашинковать)		A:59b-04 各擦力 
未昔利子	未昔利子	NONE	vei-ɕiəʔ-li-tsɿ	вэйсилицзы	веселиться		A:59b-04 歡樂
哦羅史賀淂	哦罗史贺淂	NONE	γɤ-luɤ-sɿ-xɤ-tiə	олосыходи	расходы		A:59b-04 盤繳
史不煉池	史不炼池	NONE	sɿ-pəʔ-lie-ts‘ɿ	сыбэлецы	спрячь (прятать)		A:59b-05 藏了
達爛不少拉	达烂不少拉	NONE	ta -læ̃ pə -sau-la ʔ ʔ	далэ бэсаола	доля пришла (повезло)		A:59b-05 運氣走了
布史不力柒	布史不力柒	NONE	pu-sɿ-pə -liə -ʨ‘iə ʔ ʔ	бусыбэлици	поспориться (спорить)		A:59b-05 計放着
則各浪的	则各浪的	NONE	tsə -kə -lɐ-tiə  ʔ ʔ ʔ	цзэгэлади	заклад (биться об заклад)		A:60a-01 打賭
梭年外史	梭年外史	NONE	suɤ-nie-vai-sɿ	соневайсы	сомневайся (сомневаться)		A:60a-01 信實了
波林貝洛	波林贝洛	NONE	pɤ-liŋ pei-luə  ʔ	болин бэйлу	боле было (давай побольше)		A:60a-01 多來
書定念書定	书定念书定	NONE	su-tiŋ nie su-tiŋ	судин не судин	суди не суди (невозможно подсчитать)		A:60a-02 計(記)的計
史淂拉史徒	史淂拉史徒	NONE	sɿ-tiə -la-sɿ-t‘u ʔ	сыдиласыту	здравствуй (всё благополучно)		A:60a-02 平安
史不煉池	史不炼池	NONE	sɿ-pə -lie-ts‘ɿ ʔ	сыбэлецы	сплачь (притворяться)		A:60a-02 粧了
鬧史淂浪尾	闹史淂浪尾	NONE	nau sɿ-tiəʔ-lɐ-vei	нао сыдилавэй	на здравый (пожалуйста)		A:60a-03 豈敢豈敢 
念别力未吃坎	念别力未吃坎	NONE	nie-piəʔ-liəʔ-vei-ts‘əʔ-k‘æ̃	небиливэйцэкэ	непривычка		A:60a-03 不服水土 
哦不地史	哦不地史	NONE	γɤ-pə -ti-sɿ ʔ	обэдисы	обойтись		A:60a-03 送去了 
色納個梅	色纳个梅	NONE	sə -naʔ-kɤ-mei ʔ	сэнагомэй	знакомый		A:60a-04 認的 
史道易	史道易	NONE	sɿ-tau-i	сыдаои	стоить		A:60a-04 殖 
定干念史道易淂	定干念史道易淂	NONE	tiŋ-kæ̃ nie sɿ-tau-i-tiəʔ	дингэ не сыдаоити	деньги не стоит (не сто́ить денег)		A:60a-04 不殖錢 
久納達要失	久纳达要失	NONE	ʨiəu-na  taʔ-iau-səʔ ʔ	цзюна даяосэ	цена даёшь (назначать цену)		A:60a-05 還價錢 
面洛西不羅西	面洛西不罗西	NONE	mie-luə -ɕi pəʔ-luɤ-ɕi	мелуси бэлоси	милости проси (присаживайтесь)		A:60a-05 坐來罷 
達垻坎不古利	达垻坎不古利	NONE	taʔ-pa-k‘æ̃ pəʔ-ku-li	дабакэ бэгули	табак покури (курить)		A:60a-05 吃煙力 
昔未的利史/納未史地	昔未的利史/纳未史地	NONE	ɕiəʔ-vei-tiəʔ-li-sɿ / na -vei-sɿ-ti	сивэйделисы / навэйсыди	свиделись / навести (жду тебя в гости)		A:60b-01 望你來了 
則卜拉的坎	则卜拉的坎	NONE	tsə -pə -la-tiəʔ-k‘æ̃ ʔ ʔ	цзэбэладикэ	заплатка (заштопать)		A:60b-01 補住 
洛西故力	洛西故力	NONE	luəʔ-ɕi-ku-liəʔ	лусигули	лоскули (латать)		A:60b-01 補力 
哦羅未失泥各	哦罗未失泥各	NONE	γɤ-luɤ-vei-səʔ-ni-kəʔ	оловэйсэника	ровесник		A:60b-02 一盤大 
哦昔何勞什	哦昔何劳什	NONE	γɤ-ɕiəʔ xɤ-lau-səʔ	оси холаосэ	очень хороший		A:60b-02 實在好 
世不可六比	世不可六比	NONE	sɿ-pə -k‘ɤ liəu-pi ʔ	сыбэко люби	шибко люби (очень нравится)		A:60b-02 實在愛 
有蜜的戶	有蜜的户	NONE	iəu-miə -tiəʔ-xu ʔ	юмидиху	(?) (точно так же)		A:60b-03 乃又是個甚
不染力	不染力	NONE	pəʔ-zæ̃-liəʔ	бэзэли	посади (высадить рассаду)		A:60b-03 秧既力
則淂蓋	则淂盖	NONE	tsə -tiəʔ-kai ʔ	цзэдигай	затыкай (подоткнуть)		A:60b-03 樓起
未淂洛失坎/不洛失	未淂洛失坎/不洛失	NONE	vei-tiə -sə -luə -k‘æ̃ / pəʔ-luəʔ-səʔ	вэйдилусэкэ / бэлусэ	выдерушка / брос (дешёвый)		A:60b-04 便宜
各煉合	各炼合	NONE	kə -lie-xə  ʔ ʔ	гэлехэ	грех (недопустимо)		A:60b-04 不當力
牙不拉勿杜合浪失	牙不拉勿杜合浪失	NONE	ia pəʔ-la-vəʔ-tu xəʔ-lɐ-səʔ	я бэлавэду хэласэ	я правда хорош (настоящий товар)		A:60b-04 清眞不假
不力波兒此	不力波儿此	NONE	pəʔ-liəʔ-pɤ-ər-ts‘ɿ	бэли борцы	бери больше (действительно подходящий)		A:60b-05 正合式
念布西	念布西	NONE	nie pu-ɕi	не буси	не бузи (не нужно кричать)		A:60b-05 不教(叫)去
高八地	高八地	NONE	kau-paʔ-ti	гаобади	копоть (пыль)		A:60b-05 塵土
沙木不力要昔並那獨	沙木不力要昔并那独	NONE	sa-mə  pə -liə  iau ɕiəʔ-piŋ na-tuəʔ	самэ бэли яо сибин наду	сам бери я себе надо (самому нужно)		A:61a-01 自己使用
蜜力亙坎	蜜力亘坎	NONE	miə -liəʔ-kəŋ-k‘æ̃ ʔ	милигэнкэ	милиганка (чёткая запись)		A:61a-01 眞寫
各路獨	各路独	NONE	kə -ləu-tuə  ʔ ʔ	гэлоуту	кладу (?) (наскоро прописать)		A:61a-01 草寫
義史的力	义史的力	NONE	i-sɿ-tiəʔ -liə  ʔ	исыдили	издери (разорвать)		A:61a-02 扯開
那衣賣	那衣卖	NONE	na-i-mai	наимай	наимай (нанимать носильщиков)		A:61a-02 僱腳力
棒納	棒纳	NONE	pɐ̃-na  ʔ	бана	пона (не пропустить)		A:61a-02 不拉
不力各煉史地/吔煉子/不煉日	不力各炼史地/吔炼子/不炼日	NONE	pə -liə -kə -lie-sɿ-ti / ie-lie-tsɿ / pəʔ-lie-zəʔ	бэлигэлесыди / олецзы / бэлезэ	перегрызть / реза / порежь (разрезать)		A:61a-03 割開
不書染	不书染	NONE	pə -su-zæ̃ ʔ	бэсузэ	послужи (делать пожертвование в храме)		A:61a-03 供獻力
波地/移地	波地/移地	NONE	pɤ-ti / i-ti	боди / иди	поди / иди (идти)		A:61a-03 走力
未各泥	未各泥	NONE	vei-kəʔ-ni	вэйгэни	выгони (пошёл вон)		A:61a-04 趲力/趕出去
古路不失坎/各利利	古路不失坎/各利利	NONE	ku-ləu-pə -sə -k‘æ̃ / kə -li-li	гулоубэсэкэ / гэли-ли	голубушка / гули-ли (родной)		A:61a-04 親親
則不利甚	则不利甚	NONE	tsə -pə -li-səŋ ʔ ʔ	цзэбэлисэн	запрещён (запрещать)		A:61a-04 犯禁只力
西未之內	西未之内	NONE	ɕi-vei-tsɿ-nuei	сивэйцзынуй	свежный (ясное небо)		A:61a-05 靑天
未力臥史勞	未力卧史劳	NONE	vei-liə  vɤ sɿ-lau ʔ	вэйли во сылау	верь во славу (молитвенная формула)		A:61a-05 保佑
未少	未少	NONE	vei-sau	вэйсао	вышел (выйти)		A:61a-05 出去了
别力被外	别力被外	NONE	piə -liə -pei-vai ʔ ʔ	билибэйвай	перебивай (побеспокоить)		A:61b-01 麻番(煩)
道史各煉外	道史各炼外	NONE	tau-sɿ-kə -lie-vai ʔ	даосыгэливай	тоскливый (расстраиваться)		A:61b-01 心焦力
不吃之高勿利	不吃之高勿利	NONE	pə  ts‘ə -tsɿ kau-vəʔ-li	бэ цэцзы гоавэли	по чести говори (выражаться вежливо)		A:61b-01 說禮信
合淂浪蓋	合淂浪盖	NONE	xə -tiə -lɐ-kai ʔ ʔ	хэдилагай	одинакай (одинаковый)		A:61b-02 丈備(輩)
道馬哦失旦此	道马哦失旦此	NONE	tau-ma γɤ-səʔ-tæ̃-ts‘ɿ	даома осэдэцы	дома ожидаться (ждать дома)		A:61b-02 家裡候着力
則吓之外/納吓之外	则吓之外/纳吓之外	NONE	tsəʔ-xa-tsɿ-vai / naʔ-xa-tsɿ-vai	цзэхацзывай / нахацзывай	заказывай / наказывай (приказывать)		A:61b-02 囑咐
哦被拉史/合屋代	哦被拉史/合屋代	NONE	γɤ-pei-la-sɿ / xəʔ-vəʔ-tai	обыласы / хэвэдай	обрось / хватай (принимать)		A:61b-03 應呈
不羅史地拉之	不罗史地拉之	NONE	pəʔ-luɤ-sɿ-ti-la-tsɿ	бэлосыдилацзы	простираться (открытое пространство)		A:61b-03 亮一亮
史哥而哈兒善布底	史哥而哈儿善布底	NONE	sɿ-kɤ-ər-xa ər-sæ̃ pu-ti	сыгорха эрсэ буди	сколько ещё будет		A:61b-03 夠幾尺 
不路池吔的坎	不路池吔的坎	NONE	pə -ləu-ts‘ɿ ie-tiə-k‘æ̃	бэлоуцы едикэ	получше есть-ка (получше)		A:61b-04 比乃好 
别力大拉	别力大拉	NONE	piə -liə -ta-la ʔ ʔ	билидала	передала (дать побольше)		A:61b-04 多出了 
的利世的	的利世的	NONE	tiə -li-sɿ-tiə  ʔ ʔ	дилисыди	трещит [на огне]		A:61b-04 火 力 
達黑泥	达黑泥	NONE	taʔ-xəʔ-ni	дахэни	дохни (дышать)		A:61b-05 息一息 
桃兒貴	桃儿贵	NONE	t‘au-ər-kuei	таоргуй	торгуй		A:61b-05 買賣 
久納	久纳	NONE	ʨiəu-naʔ	цзюна	цена		A:61b-05 價錢 
細大池	细大池	NONE	ɕi-ta-ts‘ɿ	сыдацы	сдаться (сдавать в аренду)		A:62a-01 佃力 
未堯(克)	未尧(克)	NONE	vei-k‘əʔ	вэйкэ	верх		A:62a-01 下力 
不力垻非	不力垻非	NONE	pə -liə -pa-fei ʔ ʔ	бэлибафэй	прибавь (добавить)		A:62a-01 添力 
麻拉麻拉無垻非	麻拉麻拉无垻非	NONE	ma-la-ma-la u-pa-fei	мала-мала убафэй	мала-мала убавь (немного уменьшить)		A:62a-02 少上些 
色各拉西	色各拉西	NONE	sə -kəʔ-la-ɕi ʔ	сэгэласи	согласен		A:62a-02 亭當了 
公叉拉	公叉拉	NONE	kuŋ-ts‘a-la	гунцала	кончала (закончить)		A:62a-02 完了 
未力	未力	NONE	vei-liəʔ	вэйли	верь		A:62a-03 信力 
念未力	念未力	NONE	nie vei-liəʔ	не вэйли	не верь		A:62a-03 不信 
史那有/史那什	史那有/史那什	NONE	sɿ-na-iəu / sɿ-na-səʔ	сынаю / сынасэ	знаю / знаешь		A:62a-03 知道 
不肚梅	不肚梅	NONE	pəʔ-tu-mei	бэдумэй	подумай		A:62a-04 定獨 
昔名蓋	昔名盖	NONE	ɕiə -miŋ-kai ʔ	симингай	смекай (соображать)		A:62a-04 思想
史賀的/日樣的	史贺的/日样的	NONE	sɿ-xɤ-tiə  / zəʔ-iɐ-tiəʔ	сыходи / зэяди	сходи / зайди (посланный с поручением)		A:62a-04 使的
各當尾	各当尾	NONE	kə -tɐ-vei ʔ	гэдавэй	готовый		A:62a-05 現成
以上	以上	NONE	i-sɐ	исэ	ещё		A:62a-05 再
哦𭴧淂	哦𭴧淂	NONE	γɤ-pie-tiə  ʔ	обеди	опять		A:62a-05 又
