hanzi_trad	hanzi_simp	pinyin	transcr	transc_rus	rus_translation	note	chinese_translation
西洋史坎未的兒	西洋史坎未的儿	NONE	ɕi-iɐ-sɿ-k‘æ̃ vei-tiəʔ-ər	сиясыкэ вэйдир	сыяшка-выдра (иностранная выдра)		B:19b-07 番板水皮  
吔蜜史坎捧不力	吔蜜史坎捧不力	NONE	nie-miə-sɿ-k‘æ̃ p‘əŋ-pəʔ-liəʔ	немисыкэ пэнбэли	немецкий бобр (иностранный бобр)		B:19b-08 咼蓋水皮  
五路史坎捧不力	五路史坎捧不力	NONE	u-ləu-sɿ-k‘æ̃ p‘əŋ-pəʔ-liəʔ	улоусыкэ пэнбэли	русский бобр		B:19b-08 長毛水皮  
吔蜜鰾史坎里細子	吔蜜鳔史坎里细子	NONE	nie-miə -p‘iau-sɿ-k‘æ̃ li-ɕi-tsɿ	немипяосыкэ лисицзы	немецкая лисица (иностранная лиса)		B:19b-08 小白狐皮  
俏而內里細子	俏而内里细子	NONE	ʨ‘iau-ər-nuei li-ɕi-tsɿ	цяорнуй лисицзы	чёрный лисица (чёрная лиса)		B:19b-09 黑狐皮  
各拉史內里細子	各拉史内里细子	NONE	kə -la-sɿ-nuei li-ɕi-tsɿ	гэласынуй лисицзы	красный лисица (красная лиса)		B:19b-09 紅狐皮 
麻撓兒	麻挠儿	NONE	ma-nau-ər	манаор	манул		B:19b-09 頂高兔兒猻 
遶達里細子	遶达里细子	NONE	zau-taʔ li-ɕi-tsɿ	заода лисицзы	жёлтая лисица		B:19b-09 黃狐皮 
合而地什內	合而地什内	NONE	xə -ər-ti-sə -nuei ʔ ʔ	хэрдисэнуй	хордишный (высший сорт зырянки)		B:20a-01 頂高逼兔 
癟洛里細子	瘪洛里细子	NONE	pie-luəʔ li-ɕi-tsɿ	белу лисицзы	белая лисица		B:20a-01 白狐皮 
必哦𡰪什坎	必哦𡰪什坎	NONE	piəʔ-γɤ-tuəʔ-səʔ-k‘æ̃	биодусэкэ	белодушка (сиво-бурая лиса)		B:20a-01 串窩狐皮 
布力里細子	布力里细子	NONE	pu-liə  li-ɕi-tsɿ ʔ	були лисицзы	бурый лисица (бурая лиса)		B:20a-01 窩刀狐皮 
癟洛𡰪什坎里細子	瘪洛𡰪什坎里细子	NONE	pie-luə -tuəʔʔ-səʔ-k‘æ̃-li-ɕi-tsɿ	бэлудусэкэ-лисицзы	белодушка-лисица (белодущатая лиса)		B:20a-02 二信狐皮 
細勿𡰪什坎里細子	细勿𡰪什坎里细子	NONE	ɕi-və -tuə -sə -k‘æ̃-li-ɕi-tsɿ	сивэдусэкэ-лисицзы	сиводушка-лисица		B:20a-02 合獺兒狐皮 
吓力更坎	吓力更坎	NONE	xa-liə -kəŋ-k‘æ̃ ʔ	халигэнкэ	кариганка (караганка)		B:20a-02 公達失狐皮 
哥而史坎	哥而史坎	NONE	kɤ-ər-sɿ-k‘æ̃	горсыкэ	корсак		B:20a-03 沙狐皮 
撓而尼洛(各)	挠而尼洛(各)	NONE	nau-ər-ni-kə  ʔ	наорнигэ	норник (молодой песец)		B:20a-03 靑狐皮 
昌什尼坎	昌什尼坎	NONE	ts‘ɐ-sə -ni-k‘æ̃ ʔ	цасэникэ	чашник		B:20a-03 耳眼子 
岳故史坎捎不利	岳故史坎捎不利	NONE	yə -ku-sɿ-k‘æ̃ sau-pəʔ-li	юэгусыгэ саупэли	югушка (иркутский [соболь])		B:20a-03 細毛貂皮 
吓迷叉史坎捧不力	吓迷叉史坎捧不力	NONE	xa-mi-ts‘a-sɿ-k‘æ̃ p‘əŋ-pə -liə	хамицасыкэ пэнбэли	камчатский бобр		B:20a-04 粗毛貂皮 
吔力昔	吔力昔	NONE	ie-liəʔ-ɕiəʔ	елиси	рысь		B:20a-04 猞力猻 
念而板	念而板	NONE	nie-ər-pæ̃	нербэ	нерпа		B:20a-04 魚皮 
甚克	甚克	NONE	səŋ-k‘ə  ʔ	сэнкэ	шенк (соболь)		B:20a-04 雙甲眼 
波羅未納	波罗未纳	NONE	pɤ-luɤ-vei-naʔ	боловэйна	половина (половина шкурки соболя)		B:20a-04 單甲眼 
個什坎	个什坎	NONE	kɤ-səʔ-k‘æ̃	госэкэ	кошка (кошачья шкура)		B:20a-05 貓皮 
癟落布合	瘪落布合	NONE	pie-luəʔ-pu-xəʔ	белубухэ	белопухая [кошка]		B:20a-05 白根貓皮 
七各浪尾	七各浪尾	NONE	ʨ‘iəʔ-kəʔ-lɐ-vei	цигэлавэй	тигровый (разновидность меха дикой кошки)		B:20a-05 狸麻貓皮 
個史坎	个史坎	NONE	kɤ-sɿ-k‘æ̃	госыкэ	кошка (котик [морской])		B:20a-05 太平貂 
五路史坎	五路史坎	NONE	u-ləu-sɿ-k‘æ̃	улоусыкэ	русская [мерлушка]		B:20a-05 長脖皮 
則吓迷內蜜而路什坎	则吓迷内蜜而路什坎	NONE	tsə -xa-mi-nuei miəʔ-ər-ləu-səʔ-k‘æ̃	цзэхаминуй мирлоусэкэ	закаменный мерлушка		B:20a-06 羔子皮 
習禿而坎	习秃而坎	NONE	ɕiə -t‘uə -ər-k‘æ̃ ʔ ʔ	ситуркэ	ситурка (обезьянья шкура)		B:20a-06 省省(猩猩)皮  
習査而坎	习査而坎	NONE	ɕiəʔ-ts‘a-ər-k‘æ̃	сицаркэ	сичарка (украинская полурослая мерлушка)		B:20a-06 二毛脖子皮 
票史的而	票史的而	NONE	p‘iau-sɿ-tiəʔ-ər	пяосыдир	пёстер (пёстрый)		B:20a-07 花的 
哦羅色垻坎	哦罗色垻坎	NONE	γɤ-luɤ-sə -pa-k‘æ̃ ʔ	олосэбакэ	росомаха		B:20a-07 月而熊 
獺兔(兒)不吓	獭兔(儿)不吓	NONE	t‘a-ər-pə -xa ʔ	тарбэха	тарбука (тарбаган)		B:20a-07 獺兒皮 
吾什吓	吾什吓	NONE	u-səʔ-xa	усэха	ушка (заячья шкурка)		B:20a-07 兔皮 
未何何	未何何	NONE	vei-xɤ-xɤ	вэйхохо	выхухоль		B:20a-07 香鼠皮 
合不浪日	合不浪日	NONE	kəʔ -pə -lɐ-zəʔ ʔ	гэбэлазэ	кабаражь		B:20a-08 香腿子 
以史蓋什坎	以史盖什坎	NONE	i-sɿ-kai-səʔ-k‘æ̃	исыгайсэкэ	ишигашка (ишигинка)		B:20a-08 猾(狍)子皮 
黑料坎	黑料坎	NONE	xəʔ-liau-k‘æ̃	хэляокэ	хорёк		B:20a-08 鼠狼皮 
哦伏慶坎	哦伏庆坎	NONE	γɤ-fəʔ-ʨ‘iŋ-k‘æ̃	офэцинкэ	овчинка		B:20a-08 老羊皮 
各則坎	各则坎	NONE	kə -tsə -k‘æ̃ ʔ ʔ	гэцзэкэ	козка (козья шкура)		B:20a-08 山羊皮 
公念子	公念子	NONE	kuŋ-nie-tsɿ	гуннецзы	куница		B:20a-09 掃雪兒 
巴而史	巴而史	NONE	pa-ər-sɿ	барсы	барс (тигровая шкура)		B:20a-09 虎皮 
旺克	旺克	NONE	vɐ̃-k‘əʔ	вакэ	волк (волчья шкура)		B:20a-09 狼皮 
巴不力史	巴不力史	NONE	pa-pəʔ-liəʔ-sɿ	бабэлисы	бабрыш (барсовая шкура)		B:20a-09 豹皮 
蜜的未地	蜜的未地	NONE	miə -tiə -vei-ti ʔ ʔ	мидивэйди	медведь (медвежья шкура)		B:20a-09 熊皮 
八勿令	八勿令	NONE	pa -və -liŋ ʔ ʔ	бавэлин	половина (оленья шкура)		B:20b-01 鹿皮 
合史𡰪路汗史坎	合史𡰪路汗史坎	NONE	xə -sɿ-tuə -ləu-xæ̃-sɿ-k‘æ̃	хэсы-дулоухэсыкэ	хош-туруханская [мерлушка]		B:20b-01 谷種羊皮 
波羅的坎	波罗的坎	NONE	pɤ-luɤ-tiəʔ-k‘æ̃	болодикэ	породка (шкура мелкой куницы)		B:20b-01 芝蔴貂皮 
各數的	各数的	NONE	kə -su-tiə  ʔ ʔ	гэсуди	кошуд (разновидность меха дикой кошки)		B:20b-01 貓子 
哦捧衣內	哦捧衣内	NONE	γɤ-p‘əŋ-i-nuei	опэннуй	опойный (опойная кожа)		B:20b-01 蹅子皮 
世約	世约	NONE	sɿ-yəʔ	сыу	шея (соболья шкура)		B:20b-02 八寶貂皮 
孟什坎	孟什坎	NONE	məŋ-sə -k‘æ̃ ʔ	мэнсэкэ	мышка (разновидность меха)		B:20b-02 插插皮 
西未地的坎	西未地的坎	NONE	ɕi-vei-ti-tiə -k‘æ̃ ʔ	сивэйдидикэ	сиводушка		B:20b-02 葡萄貂皮 
曬路個日	晒路个日	NONE	sai-ləu kɤ-zə  ʔ	сайлоу гозэ	сырой кожа (сырая кожа)		B:20b-02 生牛皮 
史故落	史故落	NONE	sɿ-ku-luə  ʔ	сыгулу	шкура [воловья]		B:20b-02 牛皮脖子 
癟落面史地	瘪落面史地	NONE	pie-luəʔ-mie-sɿ-ti	белумесыди	беломастый [мех]		B:20b-03 白板皮 
又伏地	又伏地	NONE	iəu-fə -ti ʔ	юфэди	юфть		B:20b-03 香牛皮 
俏而內個日	俏而内个日	NONE	ʨ‘iau-ər-nuei kɤ-zə	цяорнуй гозэ	чёрная [воловья] кожа		B:20b-03 黑牛皮 
個子落	个子落	NONE	kɤ-tsɿ-luə  ʔ	гоцзылу	козло (сафьян)		B:20b-03 黑香羊皮 
束路達	束路达	NONE	suə -ləu-taʔ ʔ	сулоуда	следа (кожа для обувных подошв)		B:20b-04 天皮 
十八連而	十八连而	NONE	sə -pa -lie-ər ʔ ʔ	сэбалер	шпалер (выделанная бычья кожа)		B:20b-04 金花牛皮 
射而史	射而史	NONE	sɤ-ər-sɿ	сорсы	шерсть		B:20b-04 毛子 
射而史未利坎	射而史未利坎	NONE	sɤ-ər-sɿ vei-li-k‘æ̃	сорсы вэйликэ	шерсть великая (длинная шерсть)		B:20b-04 毛大 
射而史麻林坎	射而史麻林坎	NONE	sɤ-ər-sɿ ma-liŋ-k‘æ̃	сорсы малинкэ	шерсть маленькая (короткая шерсть)		B:20b-04 毛小 
的力被的	的力被的	NONE	tiə -liə -pei-tiə  ʔ ʔ	дилибэйди	теребит (линялый мех)		B:20b-05 毛禿 
尼心坎	尼心坎	NONE	ni-ɕiŋ-k‘æ̃	нисинкэ	низенький (ровный мех)		B:20b-05 毛七(齊) 
臥昔各牙子	卧昔各牙子	NONE	vɤ-ɕiəʔ kəʔ-ia-tsɿ	воси гэяцзы	ость гнётся		B:20b-05 毛勾 
史各路代內	史各路代内	NONE	sɿ-kə -ləu-tai-nuei ʔ	сыгэлоудайнуй	скрученный (скрученная шерсть)		B:20b-05 毛不利 
臥昔	卧昔	NONE	vɤ-ɕiə  ʔ	воси	ость		B:20b-05 尖毛 
的力被的	的力被的	NONE	tiəʔ-liəʔ-pei-tiəʔ	дилибэйди	теребит (линялый мех)		B:20b-05 洛(落)毛 
布合未坎	布合未坎	NONE	pu-xəʔ-vei-k‘æ̃	бухэвэйкэ	пуховик (линялый мех)		B:20b-06 尚毛 
不拉史	不拉史	NONE	pə -la-sɿ ʔ	бэласы	брас (внешняя сторона меха)		B:20b-06 毛朝外 
勿怒的利	勿怒的利	NONE	vəʔ-nəu-tiəʔ-li	вэнудили	внутри (внутренняя сторона меха)		B:20b-06 毛朝裡 
洛豹坎	洛豹坎	NONE	luə -pau-k‘æ̃ ʔ	лубаокэ	лобок [меха]		B:20b-06 腦瓜子 
肚什坎	肚什坎	NONE	tu-səʔ-k‘æ̃	дусэкэ	душка (шейка меха)		B:20b-06 膆子 
習並內	习并内	NONE	ɕiəʔ-piŋ-nuei	сибиннуй	спинный (спинка меха)		B:20b-06 子 
七料伏坎	七料伏坎	NONE	ʨ‘iə -liau-fə -k‘æ̃ ʔ	циляофэкэ	черёвка		B:20b-07 肷皮 
遶林坎	遶林坎	NONE	zau-liŋ-k‘æ̃	заолинкэ	жеринка (хребет шкурки)		B:20b-07 紅脊子 
哈故史坎	哈故史坎	NONE	xa-ku-sɿ-k‘æ̃	хагусыкэ	огузка, огузок (задок шкурки)		B:20b-07 後坐子 
則外坎	则外坎	NONE	tsə -vai-k‘æ̃ ʔ	цзэвайкэ	завоек (зашеек шкурки)		B:20b-07 狐眼 
洛卜	洛卜	NONE	luəʔ-pəʔ	лубэ	лапа		B:20b-07 腿子 
必煉子	必炼子	NONE	piəʔ-lie-tsɿ	билецзы	передза (передняя лапа)		B:20b-07 前腿子 
乍尼	乍尼	NONE	tsa-ni	цзани	задний (задняя лапа)		B:20b-08 後腿子 
哦力命	哦力命	NONE	γɤ-liəʔ-miŋ	олимин	ремень (чёрный мех лисьей лапы)		B:20b-08 黑人子 
不牙的	不牙的	NONE	pə -ia-tiə  ʔ ʔ	бэяди	бьёт (вооруженный рогатиной)		B:20b-08 帶叉子的 
佃而坎	佃而坎	NONE	t‘ie-ər-k‘æ̃	диркэ	дырка (червоточина)		B:20b-08 賁蟲眼 
七令問什坎古什戶	七令问什坎古什户	NONE	ʨ‘iəʔ-liŋ-vəŋ-səʔ-k‘æ̃ ku-sə -xu	цилинвэнсэкэ гусэху	черевешка кушаху (поедено червями)		B:20b-08 蟲吃了  
染力外個日	染力外个日	NONE	zæ̃-liə -vai kɤ-zə  ʔ ʔ	зэливай гозэ	желивый кожа (выделанная кожа)		B:20b-09 陳板皮  
黑臥史	黑卧史	NONE	xə -vɤ-sɿ ʔ	хэвосы	хвост		B:20b-09 尾子  
蜜合	蜜合	NONE	miə -xəʔ ʔ	михэ	мех (шкурка)		B:20b-09 甬子  
勞史坎	劳史坎	NONE	lau-sɿ-k‘æ̃	лаосыкэ	лоска (полоска)		B:20b-09 片子  
面史地	面史地	NONE	mie-sɿ-ti	месыди	масть		B:20b-09 板子  
捎不要子	捎不要子	NONE	sau-pə -iau-tsɿ ʔ	саобэяоцзы	собьётся (линялый мех)		B:20b-09 秀毛  
謝洛個日	谢洛个日	NONE	ɕie-luə  kɤ-zə  ʔ ʔ	силу гозэ	сырой кожа (сырая кожа)		B:03a-01 生板皮  
佃洛個日	佃洛个日	NONE	t‘ie-luə -kɤ-zə  ʔ ʔ	тилу-гозэ	дело-кожа (выделанная кожа)		B:03a-01 熱板皮  
個各什洛坎	个各什洛坎	NONE	kɤ-kə -sə -luə -k‘æ̃ ʔ ʔ ʔ	гогэсэлукэ	козлука (род мерлушки)		B:03a-01 銀針子  
勿達刀不力	勿达刀不力	NONE	və -ta  tau-pə -liə  ʔ ʔ ʔ ʔ	вэда даобэли	вот добрый (лучший мех)		B:03a-01 毛頭好  
未必而內	未必而内	NONE	vei-piəʔ-ər-nuei	вэйбирнуй	отборный (отборная кожа)		B:03a-01 挑皮  
哦不各未而內	哦不各未而内	NONE	γɤ-pəʔ-kəʔ-vei-ər-nuei	обэгэвэйрнуй	обыкновенный (грубая кожа)		B:03a-02 混皮  
合不臭外	合不臭外	NONE	xəʔ-pəʔ-ts‘əu-vai	хэбэцоувай	оптовый		B:03a-02 厚板子  
洛池	洛池	NONE	luə -ts‘ɿ ʔ	луци	лучше (некачественный товар)		B:03a-02 壞板子  
蜜而路什坎	蜜而路什坎	NONE	miəʔ-ər-ləu-səʔ-k‘æ̃	мирлоусэкэ	мерлушка		B:03a-02 羔子皮子  
各蘭史坎書各那	各兰史坎书各那	NONE	kə -læ̃-sɿ-k‘æ̃ su-kəʔ-na	гэлэсыкэ сугэна	голландское сукно		B:03a-04 大哈洛  
哈圪令史坎書圪那	哈圪令史坎书圪那	NONE	xa-kəʔ-liŋ-sɿ-k‘æ̃ su-kəʔ-na	хагэлинсыкэ сугэна	акалинское сукно		B:03a-04 眞洋大哈洛  
麻史蘭尾	麻史兰尾	NONE	ma-sɿ-læ̃-vei	масылэвэй	масловый [сукно]		B:03a-04 二哈洛  
𡰪凹玉史書圪那	𡰪凹玉史书圪那	NONE	tuəʔ-va-y-sɿ su-kəʔ-na	дувайсы-сугэна	двайс-сукно (двойное сукно)		B:03a-04 兩面哈洛  
干不浪子	干不浪子	NONE	kæ̃-pə -lɐ-tsɿ ʔ	гэбэлацзы	капродза (камлот)		B:03a-05 羽毛紬  
各勞納	各劳纳	NONE	kə -lau-naʔʔ	гэлаона	корона (голландская корона [торговая марка])		B:03a-05 哈洛金冠  
七令浩史坎	七令浩史坎	NONE	ʨ‘iəʔ-liŋ-xau-sɿ-k‘æ̃	цилинхаосыкэ	целиховское [сукно]		B:03a-05 二圪泥哈洛  
捎勞什坎	捎劳什坎	NONE	sau-lau-sə -k‘æ̃ ʔ	саолаосэкэ	сложка (чехол для сукна)		B:03a-05 哈洛套兒 
吔蜜史坎	吔蜜史坎	NONE	nie-miəʔ-sɿ-k‘æ̃	немисыкэ	немецкое (сукно с золотой кромкой)		B:03a-05 金邊哈洛 
伏煉池	伏炼池	NONE	fə -lie-ts‘ɿ ʔ	фэлецы	френч (большой золотой олень [торговая марка])		B:03a-06 大金鹿 
粉不害兒	粉不害儿	NONE	fəŋ pə -xai-ər ʔ	фэн Бэхайр	фон Бехар (?) (морской конек [торговая марка])		B:03a-06 海馬 
陰吉利	阴吉利	NONE	iŋ-ʨiə -li ʔ	инцзили	инцзили (английское, левосторонний олень [торговая марка])		B:03a-06 左鹿兒 
粉望力伏	粉望力伏	NONE	fəŋ vɐ̃-liə -fə  ʔ ʔ	фэн Валифэ	фон Варив (с медведями [торговая марка])		B:03a-06 熊熊的 
非什力蓋	非什力盖	NONE	fei-sə -liə -kai ʔ ʔ	фэйсэлигай	всадник [торговая марка]		B:03a-06 人拉馬 
哈圪令史坎	哈圪令史坎	NONE	xa-kə -liŋ-sɿ-k‘æ̃ ʔ	хагэлинсыкэ	акалинское [сукно]		B:03a-07 花邊大哈洛 
不計子	不计子	NONE	pə -ʨi-tsɿ ʔ	бэцзицзы	птица-шёлк [торговая марка]		B:03a-07 鳥兒紬子 
什尼的兒	什尼的儿	NONE	sə -ni-tiəʔ-ər ʔ	сэнидир	Шнайдер (олень и обезьяна курят табак [торговая марка])		B:03a-07 跳鹿猴兒吃 
計坎	计坎	NONE	ʨi-k‘æ̃	цзикэ	тик [ткань]		B:03a-07 雨過天靑回 
頁蘭史坎拉史坎	页兰史坎拉史坎	NONE	iə -læ̃-sɿ-k‘æ̃-la-sɿ-k‘æ̃	илэсыкэласыкэ	ярославская [чешуйка] (бухарская даба)		B:03a-08 狗頭國𤞑 
七歲坎	七岁坎	NONE	ʨ‘iə -suei-k‘æ̃ ʔ	цисуйкэ	чешуйка		B:03a-08 碎花𤞑𤞑布 
浩史坎	浩史坎	NONE	xau-sɿ-k‘æ̃	хаосыкэ	хошка (белая бухарская даба)		B:03a-08 白𤞑(回)布 
波羅沙的	波罗沙的	NONE	pɤ-luɤ-sa-tiəʔ	болосади	полосатый (полосатая бухарская даба)		B:03a-08 道子𤞑(回)布  
各月而	各月而	NONE	kə -yə -ər ʔ ʔ	гэур	ковёр		B:03a-09 回回毯子 
不洛子	不洛子	NONE	pə -luə -tsɿ ʔ ʔ	бэлуцзы	полодза (полоса на ткани)		B:03a-09 道子單子 
不利子	不利子	NONE	pə -li-tsɿ ʔ	бэлицзы	плис (иностранная шерсть)		B:03a-09 西洋絨 
巴兒合	巴儿合	NONE	pa-ər-xəʔ	бархэ	бархат		B:03a-09 回回絨 
看必而內	看必而内	NONE	k‘æ̃-piəʔ-ər-nuei	кэбирнуй	кабирный (стамед)		B:03a-09 斜文絨 
哦不各未而內	哦不各未而内	NONE	γɤ-pə -kə -vei-ər-nuei	обэгэвэйрнуй	обыкновенный [ткань]		B:03b-01 順文絨 
計而各浪	计而各浪	NONE	ʨi-ər-kə -lɐ ʔ	цзиргэла	зеркало		B:03b-01 鏡兒 
蜜少兒	蜜少儿	NONE	miəʔ-sau-ər	мисаор	мишура (позолоченные нити)		B:03b-01 金線 
利史坎	利史坎	NONE	li-sɿ-k‘æ̃	лисыкэ	лиска (листовое железо)		B:03b-01 鐵頁子  
迷史坎	迷史坎	NONE	mi-sɿ-k‘æ̃	мисыкэ	миска		B:03b-01 鐵盒子  
兵道伏坎	兵道伏坎	NONE	piŋ-tau-fəʔ-k‘æ̃	биндаофэкэ	винтовка		B:03b-02 大鳥槍  
必史達煉的	必史达炼的	NONE	piə -sɿ-ta -lie-tiəʔ ʔ ʔ	бисыдаледи	пистолет		B:03b-02 小鳥槍  
利史道伏	利史道伏	NONE	li-sɿ-tau-fəʔ	лисыдаофэ	листов[ка] (изображения Будды)		B:03b-02 佛頭鏡兒  
不𡰪鬧史	不𡰪闹史	NONE	pəʔ-tuəʔ-nau-sɿ	бэдунаосы	поднос		B:03b-02 洋漆盤子  
史個勿羅旦	史个勿罗旦	NONE	sɿ-kɤ-və -luɤ-tæ̃ ʔ	сыговэлодэ	сковорода		B:03b-03 鐵盤子  
篩吓池	筛吓池	NONE	sai-xa-ts‘ɿ	сайхацы	сайгачьи [рога]		B:03b-03 羚羊角  
史兔兒彥	史兔儿彦	NONE	sɿ-t‘u-ər-ie	сытуръе	струя		B:03b-03 香臍子  
昧落	昧落	NONE	mei-luə  ʔ	мэйлу	мыло		B:03b-03 回回胰子  
沙木凹兒	沙木凹儿	NONE	sa-məʔ-va-ər	самэвар	самовар		B:03b-03   
則勞道	则劳道	NONE	tsəʔ-lau-tau	цзэлаодао	золото		B:03b-04 金子  
昔力不浪	昔力不浪	NONE	ɕiə -liəʔ-pəʔ-lɐ ʔ	силибэла	серебро		B:03b-04 銀子  
面而內	面而内	NONE	mie-ər-nuei	мернуй	мерный (медный)		B:03b-04 銅  
哦勞望	哦劳望	NONE	γɤ-lau-vɐ	олаова	олово		B:03b-04 錫  
西文念子	西文念子	NONE	ɕi-vəŋ-nie-tsɿ	сивэннецзы	свинец		B:03b-04 鉛  
吾各拉的	吾各拉的	NONE	u-kəʔ-la-tiəʔ	угэлади	уклад		B:03b-04 鋼  
大史	大史	NONE	ta-sɿ	дасы	таз		B:03b-05 銅盒(盆)  
面地	面地	NONE	mie-ti	меди	медь [листовая]		B:03b-05 銅板  
黑勞不叉的奔罷坎	黑劳不叉的奔罢坎	NONE	xəʔ-lau-pəʔ-ts‘a-tiəʔ pəŋ-pa-k‘æ̃	хэлаобэцади бэнбакэ	хлопчатый бумага (хлопок)		B:03b-05 棉花  
古罵什坎	古骂什坎	NONE	ku-ma-sə -k‘æ̃ ʔ	гумасэкэ	бумажка (вата)		B:03b-05 棉子  
奔罷坎	奔罢坎	NONE	pəŋ-pa-k‘æ̃	бэнбакэ	бумага		B:03b-05 紙  
哦羅面子	哦罗面子	NONE	γɤ-luɤ-mie-tsɿ	оломецзы	румянца (румяна)		B:03b-05 胭脂  
必利浪	必利浪	NONE	piə -li-lɐ ʔ	билила	белила		B:03b-06 官粉  
俏而尼落	俏而尼落	NONE	ʨ‘iau-ər-ni-luə  ʔ	цяорнилу	чернила		B:03b-06 墨子  
假明求	假明求	NONE	ʨia-miŋ-ʨ‘iəu	цзяминцю	жемчуг [искусственный]		B:03b-06 雲母珠子  
奔罷什坎假明求	奔罢什坎假明求	NONE	pəŋ-pa-sə -k‘æ̃-ʨia-miŋ-ʨ‘iəu	бэнбасэкэ-цзяминцю	бумажка-жемчуг (цельный жемчуг в бумажной упаковке)		B:03b-06 實心珠子  
其艮內	其艮内	NONE	ʨ‘i-kəŋ-nuei	цигэннуй	цигный (фарфоровый)		B:03b-06 磁器  
日煉子	日炼子	NONE	zəʔ-lie-tsɿ	зэлецзы	железо		B:03b-07 鐵  
鬧日坎	闹日坎	NONE	nau-zə -k‘æ̃ ʔ	наозэкэ	ножик		B:03b-07 刀子  
鬧忍子	闹忍子	NONE	nau-zəŋ-tsɿ	наозэнцзы	ножницы		B:03b-07 剪子  
則帽坎	则帽坎	NONE	tsə -mau-k‘æ̃ ʔ	цзэмаокэ	замок		B:03b-07 鎖子  
圪柳求	圪柳求	NONE	kə -liəu-ʨ‘iəu ʔ	гэлюцю	ключ [дверной]		B:03b-07 鑰匙 
哦各尼望	哦各尼望	NONE	γɤ-kəʔ-ni-vɐ	огэнива	огниво		B:03b-07 火連 
各力命	各力命	NONE	kə -liə -miŋ ʔ ʔ	гэлимин	кремень		B:03b-08 灰火石 
𡰪路達	𡰪路达	NONE	tuəʔ-ləu-taʔ	дулоуда	трут		B:03b-08 火絨子 
牙什罵	牙什骂	NONE	ia-səʔ-ma	ясэма	яшма		B:03b-08 玉石 
不𡰪磨兒	不𡰪磨儿	NONE	pə -tuə -mɤ-ər ʔ ʔ	бэдумор	будомол		B:03b-08 龍油珠子 
哨(俏)的坎	哨(俏)的坎	NONE	ɕiau-(ʨ‘iau)-tiə -k‘æ̃	цяодикэ	чётки (буддийские чётки)		B:03b-08 袁(素)珠 
史唐牙什假明求	史唐牙什假明求	NONE	sɿ-t‘ɐ-ia-səʔ ʨia-miŋ-ʨ‘iəu	сытаясэ цзяминцю	стоящий жемчуг (настоящий жемчуг)		B:03b-08 珍珠 
英台子	英台子	NONE	iŋ-t‘ai-tsɿ	интайдзы	янтарь		B:03b-09 虎(琥)珀 
馬力染	马力染	NONE	ma-liə -zæ̃ ʔ	мализэ	маржан (агат)		B:03b-09 瑪瑙 
吓迷什坎	吓迷什坎	NONE	xa-mi-sə -k‘æ̃ ʔ	хамисэкэ	камешек		B:03b-09 石頭 
别捎什	别捎什	NONE	piəʔ-sau-səʔ	бисаосэ	песош (песок)		B:03b-09 砂(沙) 
别捎坎	别捎坎	NONE	piə -sau-k‘æ̃ ʔ	бисаокэ	песок (земля)		B:03b-09 土 
吔煉伏	吔炼伏	NONE	ie-lie-fəʔ	елефэ	олифа		B:03b-09 光油 
頁拉西拉西	页拉西拉西	NONE	iə -la-ɕi-la-ɕi ʔ	иласиласи	ярославская [чешуйка] (бухарская даба с двумя рыбками [торговая марка])		B:04a-01 雙魚回布 
必利蘭	必利兰	NONE	piə -li-læ̃ ʔ	билилэ	белила		B:04a-01 桃桃粉 
哦煉合	哦炼合	NONE	γɤ-lie-xə  ʔ	олехэ	орех [грецкий]		B:04a-01 核桃 
哦煉合	哦炼合	NONE	γɤ-lie-xəʔ	олехэ	орех [кедровый]		B:04a-01 松籽 
未納各浪子	未纳各浪子	NONE	vei-naʔ-kəʔ-lɐ-tsɿ	вэйнагэлацзы	виноград		B:04a-01 葡萄 
圪什昧什	圪什昧什	NONE	kə -sə -mei-sə  ʔ ʔ ʔ	гэсэмэйсэ	кишмиш (белый виноград)		B:04a-02 白葡萄 
各拉史內布洗浪	各拉史内布洗浪	NONE	kə -la-sɿ-nuei pu-ɕi-lɐ	гэласынуй бусила	красный пастила (сорт конфет)		B:04a-02 山楂糕 
癟落牙的兒	瘪落牙的儿	NONE	pie-luə -ia-tiəʔʔ-ər	белуядир	белоядр (персик)		B:04a-02 桃粘 
癟落不西浪	瘪落不西浪	NONE	pie-luə  pə -ɕi-lɐ ʔ ʔ	белу бэсила	белая пастила		B:04a-02 皮糖 
地各凹	地各凹	NONE	ti-kəʔ-va	дигэва	тыква		B:04a-02 門冬 
地各凹沙合兒	地各凹沙合儿	NONE	ti-kə -va-sa-xə -ər ʔ ʔ	дигэва-сахэр	тыква-сахар (мускатная тыква)		B:04a-03 瓜箋 
英鼻兒	英鼻儿	NONE	iŋ-piə -ər ʔ	инбир	имбирь		B:04a-03 閔姜 
襍古史坎	襍古史坎	NONE	tsa -ku-sɿ-k‘æ̃ ʔ	цзагусыкэ	закуска (сласти)		B:04a-03 八寶餜子 
立的念子沙合兒	立的念子沙合儿	NONE	liə -tiə -nie-tsɿ-sa-xəʔ-ər	лидинецзы-сахэр	леденец-сахар		B:04a-03 氷糖 
妙達	妙达	NONE	miau-ta  ʔ	мяода	мёд		B:04a-03 蜂蜜 
